company,board,symbol,isin,trade_no,entry_type,signal_date,entry_date,entry,stop,target1,exit_date,exit_price,exit_reason,hold_sessions,pnl_pct,peak_gain_pct
Virtual Galaxy Infotech Ltd.,SME,VGINFOTECH,INE0VRH01015,2,early pivot reclaim,2025-09-11,2025-09-12,193.95,178.43,223.04,2025-09-29,177.4,stop -8%,11,-10.03,0.0
Bhadora Industries Ltd.,SME,BHADORA,INE0ZRC01017,3,early pivot reclaim,2025-09-12,2025-09-15,123.0,113.16,141.45,2025-09-15,111.95,stop -8%,0,-10.48,0.0
Patel Chem Specialities Ltd.,SME,PATELCHEM,INE161701011,1,late bloomer (vol-confirmed),2025-09-15,2025-09-16,114.73,105.55,131.94,2025-09-23,104.17,stop -8%,5,-10.7,1.1
Connplex Cinemas Ltd.,SME,CONNPLEX,INE0EAS01014,2,early pivot reclaim,2025-09-15,2025-09-16,208.15,191.5,239.37,2026-03-12,234.25,"time (120 sessions, unproven)",120,11.04,35.3
Classic Electrodes (India) Ltd.,SME,CLASSICEIL,INE0UQ601012,1,early pivot reclaim,2025-09-15,2025-09-16,106.5,97.98,122.48,2025-09-29,95.65,stop -8%,9,-11.69,1.4
Vigor Plast India Ltd.,SME,VIGOR,INE1DM601016,1,early pivot reclaim,2025-09-15,2025-09-16,92.9,85.47,106.84,2025-09-30,85.0,stop -8%,10,-10.0,3.2
Vashishtha Luxury Fashion Ltd.,SME,VASHISHTHA,INE0WRP01016,1,early pivot reclaim,2025-09-16,2025-09-17,129.95,119.55,149.44,2025-11-24,148.45,trail (30% off peak after +15%),41,12.74,64.5
Taurian MPS Ltd.,SME,TAURIAN,INE0XWS01018,1,early pivot reclaim,2025-09-17,2025-09-18,243.05,223.61,279.51,2025-11-21,279.15,trail (30% off peak after +15%),43,13.35,68.2
Karbonsteel Engineering Ltd.,SME,KARBON,INE0V8A01016,1,early pivot reclaim,2025-09-17,2025-09-18,199.0,183.08,228.85,2025-09-26,181.6,stop -8%,6,-10.24,0.0
Nilachal Carbo Metalicks Ltd.,SME,NCML,INE346R01013,1,early pivot reclaim,2025-09-17,2025-09-18,75.01,69.01,86.26,2026-01-13,87.3,trail (30% off peak after +15%),79,14.88,70.6
Jay Ambe Supermarkets Ltd.,SME,CITYSQUARE,INE1DRH01011,1,early pivot reclaim,2025-09-18,2025-09-19,83.99,77.27,96.59,2025-11-06,126.55,trail (30% off peak after +15%),15,49.17,116.2
Urban Co.Ltd.,Mainboard,URBANCO,INE0CAZ01013,1,early pivot reclaim,2025-09-19,2025-09-22,188.9,173.79,217.24,2025-09-25,170.43,stop -8%,3,-10.78,0.0
Airfloa Rail Technology Ltd.,SME,AIRFLOA,INE0XBS01012,1,early pivot reclaim,2025-09-19,2025-09-22,307.9,283.27,354.08,2026-01-12,288.3,trail (30% off peak after +15%),76,-7.87,38.1
Shringar House of Mangalsutra Ltd.,Mainboard,SHRINGARMS,INE1B3L01017,1,early pivot reclaim,2025-09-22,2025-09-23,191.8,176.46,220.57,2026-03-19,192.15,"time (120 sessions, unproven)",120,-0.82,36.5
L.T.Elevator Ltd.,SME,LTELEVATOR,INE0TJ801010,1,early pivot reclaim,2025-09-22,2025-09-23,144.0,132.48,165.6,2025-09-29,131.92,stop -8%,4,-9.89,1.6
TechD Cybersecurity Ltd.,SME,TECHD,INE0Y5H01014,1,early pivot reclaim,2025-09-23,2025-09-24,424.45,390.49,488.12,2026-01-19,581.25,trail (30% off peak after +15%),78,35.44,98.6
Sri Lotus Developers & Realty Ltd.,Mainboard,LOTUSDEV,INE0V9Q01010,2,early pivot reclaim,2025-09-25,2025-09-26,198.4,182.53,228.16,2025-10-14,180.69,stop -8%,11,-9.93,0.0
Sawaliya Foods Products Ltd.,SME,SAWALIYA,INE10VS01016,3,early pivot reclaim,2025-10-01,2025-10-03,239.0,219.88,274.85,2025-10-09,219.0,stop -8%,4,-9.87,0.0
Atlanta Electricals Ltd.,Mainboard,ATLANTAELE,INE0Z4F01028,1,early pivot reclaim,2025-10-01,2025-10-03,894.95,823.35,1029.19,2026-01-09,822.8,stop -8%,67,-9.06,20.7
Vigor Plast India Ltd.,SME,VIGOR,INE1DM601016,2,early pivot reclaim,2025-10-03,2025-10-06,87.5,80.5,100.62,2025-11-06,79.1,stop -8%,21,-11.1,2.5
L.T.Elevator Ltd.,SME,LTELEVATOR,INE0TJ801010,2,early pivot reclaim,2025-10-03,2025-10-06,144.0,132.48,165.6,2026-03-23,160.3,trail (30% off peak after +15%),114,9.82,61.9
GK Energy Ltd.,Mainboard,GKENERGY,INE1AG301022,1,early pivot reclaim,2025-10-03,2025-10-06,177.96,163.72,204.65,2025-12-01,158.83,stop -8%,38,-11.75,31.1
Prime Cable Industries Ltd.,SME,PRIMECAB,INE0CQA01020,1,early pivot reclaim,2025-10-03,2025-10-06,82.0,75.44,94.3,2026-01-07,79.4,trail (30% off peak after +15%),64,-4.67,38.7
Anand Rathi Share & Stock Brokers Ltd.,Mainboard,ARSSBL,INE549H01021,1,early pivot reclaim,2025-10-03,2025-10-06,461.8,424.86,531.07,2026-02-16,532.95,trail (30% off peak after +15%),90,14.41,67.6
Justo Realfintech Ltd.,SME,JUSTO,INE0W5Q01017,1,early pivot reclaim,2025-10-03,2025-10-06,130.0,119.6,149.5,2025-10-29,117.6,stop -8%,15,-11.04,1.7
Systematic Industries Ltd.,SME,SYSTEMATIC,INE1KLZ01011,1,early pivot reclaim,2025-10-03,2025-10-06,206.25,189.75,237.19,2025-12-08,189.65,stop -8%,43,-9.55,14.3
Matrix Geo Solutions Ltd.,SME,MGSL,INE132901013,1,early pivot reclaim,2025-10-06,2025-10-07,109.45,100.69,125.87,2025-10-23,100.4,stop -8%,11,-9.77,6.7
Gujarat Peanut & Agri Products Ltd.,SME,GPAPL,INE0SIK01014,1,early pivot reclaim,2025-10-06,2025-10-07,65.01,59.81,74.76,2026-04-15,75.45,"time (120 sessions, unproven)",120,14.56,46.1
Earkart Ltd.,SME,EARKART,INE1A8F01035,1,early pivot reclaim,2025-10-06,2025-10-07,156.8,144.26,180.32,2025-12-02,175.0,trail (30% off peak after +15%),36,10.11,63.6
Aptus Pharma Ltd.,SME,APPL,INE15XJ01010,1,early pivot reclaim,2025-10-07,2025-10-08,86.9,79.95,99.94,2026-05-12,179.8,trail (30% off peak after +15%),129,105.4,412.1
Jain Resource Recycling Ltd.,Mainboard,JAINREC,INE0YD401026,1,early pivot reclaim,2025-10-07,2025-10-08,329.9,303.51,379.38,2026-04-09,422.5,"time (120 sessions, unproven)",122,27.07,40.9
KVS Castings Ltd.,SME,KVSCASTING,INE163701019,1,early pivot reclaim,2025-10-07,2025-10-08,76.74,70.6,88.25,2025-10-08,70.56,stop -8%,0,-9.55,0.0
Ameenji Rubber Ltd.,SME,AMEENJI,INE14QA01016,1,early pivot reclaim,2025-10-07,2025-10-08,116.91,107.56,134.45,2026-02-02,113.0,trail (30% off peak after +15%),76,-4.84,38.6
Laxmi India Finance Ltd.,Mainboard,LAXMIINDIA,INE06WU01026,3,early pivot reclaim,2025-10-08,2025-10-09,150.92,138.85,173.56,2025-11-14,137.12,stop -8%,24,-10.14,4.4
Saatvik Green Energy Ltd.,Mainboard,SAATVIKGL,INE13B501022,1,early pivot reclaim,2025-10-08,2025-10-09,551.7,507.56,634.46,2025-10-27,482.4,stop -8%,11,-13.56,0.0
Sodhani Capital Ltd.,SME,SODHACAP,INE0QU501030,1,early pivot reclaim,2025-10-08,2025-10-09,92.61,85.2,106.5,2025-11-20,95.0,trail (30% off peak after +15%),28,1.08,47.6
Vijaypd Ceutical Ltd.,SME,VIJAYPD,INE0WL901019,1,early pivot reclaim,2025-10-08,2025-10-09,39.5,36.34,45.42,2026-06-11,74.3,trail (30% off peak after +15%),149,86.6,176.6
Suba Hotels Ltd.,SME,SUBAHOTELS,INE0RYR01018,1,early pivot reclaim,2025-10-08,2025-10-09,178.4,164.13,205.16,2025-11-13,160.85,stop -8%,23,-11.34,10.2
Schloss Bangalore Ltd.,Mainboard,THELEELA,INE0AQ201015,3,early pivot reclaim,2025-10-09,2025-10-10,448.5,412.62,515.78,2025-11-24,402.6,stop -8%,29,-11.23,3.8
Vikran Engineering Ltd.,Mainboard,VIKRAN,INE01R501028,2,early pivot reclaim,2025-10-09,2025-10-10,105.5,97.06,121.32,2025-10-17,96.3,stop -8%,5,-9.72,0.0
M P K Steels (I) Ltd.,SME,MPKSTEELS,INE1PJP01015,1,early pivot reclaim,2025-10-09,2025-10-10,85.7,78.84,98.56,2025-10-29,77.8,stop -8%,8,-10.72,2.7
Om Freight Forwarders Ltd.,Mainboard,OMFREIGHT,INE1BZC01019,1,early pivot reclaim,2025-10-09,2025-10-10,94.33,86.78,108.48,2026-02-24,85.97,stop -8%,92,-9.86,8.0
Zelio E-Mobility Ltd.,SME,ZELIO,INE1B3501014,1,early pivot reclaim,2025-10-09,2025-10-10,179.2,164.86,206.08,2026-01-05,404.4,trail (30% off peak after +15%),58,124.17,227.1
Infinity Infoway Ltd.,SME,INFINITY,INE16XA01017,1,early pivot reclaim,2025-10-09,2025-10-10,311.0,286.12,357.65,2025-11-24,330.1,trail (30% off peak after +15%),29,4.64,54.1
Munish Forge Ltd.,SME,MUNISH,INE1K8Y01018,1,early pivot reclaim,2025-10-09,2025-10-10,121.5,111.78,139.72,2025-11-17,110.5,stop -8%,24,-10.55,12.8
Sunsky Logistics Ltd.,SME,SUNSKY,INE10CM01027,1,early pivot reclaim,2025-10-09,2025-10-10,56.0,51.52,64.4,2025-10-13,50.74,stop -8%,1,-10.89,0.0
BharatRohan Airborne Innovations Ltd.,SME,BHARATROHAN,INE0QMV01017,1,early pivot reclaim,2025-10-10,2025-10-13,101.97,93.81,117.27,2025-10-28,88.87,stop -8%,10,-14.35,3.5
Chatterbox Technologies Ltd.,SME,CHTR,INE1B4801017,1,early pivot reclaim,2025-10-10,2025-10-13,143.0,131.56,164.45,2025-10-27,129.5,stop -8%,9,-10.94,9.2
Telge Projects Ltd.,SME,TELGE,INE0SRP01014,1,early pivot reclaim,2025-10-10,2025-10-13,116.55,107.23,134.03,2025-12-04,104.95,stop -8%,36,-11.45,5.0
Fabtech Technologies Ltd.,Mainboard,FABTECH,INE0HF201011,1,early pivot reclaim,2025-10-10,2025-10-13,192.33,176.94,221.18,2026-01-19,177.21,trail (30% off peak after +15%),66,-8.86,32.8
Greenleaf Envirotech Ltd.,SME,GREENLEAF,INE0PLX01017,1,early pivot reclaim,2025-10-10,2025-10-13,144.5,132.94,166.18,2025-10-13,132.55,stop -8%,0,-9.77,0.0
DSM Fresh Foods Ltd.,SME,DSM,INE0SUM01015,1,early pivot reclaim,2025-10-10,2025-10-13,138.91,127.8,159.75,2026-01-05,135.1,trail (30% off peak after +15%),57,-4.24,41.3
Ivalue Infosolutions Ltd.,Mainboard,IVALUE,INE056801025,1,early pivot reclaim,2025-10-13,2025-10-14,300.05,276.05,345.06,2025-10-17,275.95,stop -8%,3,-9.03,0.0
True Colors Ltd.,SME,TRUECOLORS,INE1LDV01015,1,early pivot reclaim,2025-10-13,2025-10-14,191.6,176.27,220.34,2026-01-20,182.4,trail (30% off peak after +15%),66,-6.3,39.8
Epack Prefab Technologies Ltd.,Mainboard,EPACKPEB,INE0MLS01022,1,early pivot reclaim,2025-10-13,2025-10-14,199.5,183.54,229.42,2026-01-21,227.2,trail (30% off peak after +15%),67,12.88,65.4
M&B Engineering Ltd.,Mainboard,MBEL,INE08N601015,2,early pivot reclaim,2025-10-15,2025-10-16,420.2,386.58,483.23,2025-11-24,384.1,stop -8%,25,-9.59,22.4
JD Cables Ltd.,SME,JDCABLES,INE14VP01014,1,early pivot reclaim,2025-10-15,2025-10-16,161.4,148.49,185.61,2025-10-21,148.05,stop -8%,3,-9.77,0.0
KVS Castings Ltd.,SME,KVSCASTING,INE163701019,2,early pivot reclaim,2025-10-16,2025-10-17,73.5,67.62,84.52,2025-11-06,63.47,stop -8%,12,-15.15,4.3
Tata Capital Ltd.,Mainboard,TATACAP,INE976I01016,1,early pivot reclaim,2025-10-16,2025-10-17,335.1,308.29,385.36,2026-03-30,305.0,stop -8%,109,-9.98,7.9
Crizac Ltd.,Mainboard,CRIZAC,INE0S4R01014,3,early pivot reclaim,2025-10-17,2025-10-20,323.0,297.16,371.45,2025-11-10,294.5,stop -8%,13,-9.82,0.0
Sunsky Logistics Ltd.,SME,SUNSKY,INE10CM01027,2,early pivot reclaim,2025-10-17,2025-10-20,56.0,51.52,64.4,2026-01-16,63.18,trail (30% off peak after +15%),47,11.32,69.3
Greenleaf Envirotech Ltd.,SME,GREENLEAF,INE0PLX01017,2,early pivot reclaim,2025-10-17,2025-10-20,136.0,125.12,156.4,2026-02-19,115.45,stop -8%,82,-16.61,30.3
Eleganz Interiors Ltd.,SME,ELGNZ,INE0R9101015,3,early pivot reclaim,2025-10-20,2025-10-21,135.0,124.2,155.25,2025-11-03,121.15,stop -8%,8,-11.76,3.3
B.A.G.Convergence Ltd.,SME,BAGDIGITAL,INE17CQ01015,1,early pivot reclaim,2025-10-20,2025-10-21,112.9,103.87,129.84,2026-04-24,110.7,"time (120 sessions, unproven)",120,-3.45,15.1
SK Minerals & Additives Ltd.,SME,SKM,INE13YH01017,1,early pivot reclaim,2025-10-20,2025-10-21,163.2,150.14,187.68,2025-11-10,145.15,stop -8%,12,-12.56,23.8
Advance Agrolife Ltd.,Mainboard,ADVANCE,INE1B0W01010,1,early pivot reclaim,2025-10-21,2025-10-23,125.99,115.91,144.89,2025-12-08,115.6,stop -8%,31,-9.25,17.1
Canara Robeco Asset Management Co.Ltd.,Mainboard,CRAMC,INE218I01013,1,early pivot reclaim,2025-10-23,2025-10-24,322.85,297.02,371.28,2025-11-14,292.1,stop -8%,14,-10.52,8.6
Canara HSBC Life Insurance Co.Ltd.,Mainboard,CANHLIFE,INE01TY01017,1,early pivot reclaim,2025-10-23,2025-10-24,113.0,103.96,129.95,2026-04-23,146.43,"time (120 sessions, unproven)",120,28.58,36.2
Ajax Engineering Ltd.,Mainboard,AJAXENGG,INE274Y01021,2,early pivot reclaim,2025-10-24,2025-10-27,617.0,567.64,709.55,2025-11-11,564.4,stop -8%,10,-9.53,0.0
Euro Pratik Sales Ltd.,Mainboard,EUROPRATIK,INE198501012,1,early pivot reclaim,2025-10-24,2025-10-27,288.0,264.96,331.2,2026-01-16,256.85,stop -8%,56,-11.82,32.6
Vikran Engineering Ltd.,Mainboard,VIKRAN,INE01R501028,3,early pivot reclaim,2025-10-27,2025-10-28,102.95,94.71,118.39,2025-12-08,92.41,stop -8%,28,-11.24,9.3
Matrix Geo Solutions Ltd.,SME,MGSL,INE132901013,2,early pivot reclaim,2025-10-28,2025-10-29,105.0,96.6,120.75,2025-11-12,91.85,stop -8%,9,-14.02,0.0
Savy Infra & Logistics Ltd.,SME,SAVY,INE0UCN01017,2,early pivot reclaim,2025-10-29,2025-10-30,165.0,151.8,189.75,2025-11-21,147.15,stop -8%,15,-12.32,2.1
Chatterbox Technologies Ltd.,SME,CHTR,INE1B4801017,2,early pivot reclaim,2025-10-29,2025-10-30,136.0,125.12,156.4,2025-11-12,119.4,stop -8%,8,-13.71,0.0
Valplast Technologies Ltd.,SME,VALPLAST,INE0QP701017,1,early pivot reclaim,2025-10-29,2025-10-30,62.4,57.41,71.76,2025-11-10,57.3,stop -8%,6,-9.67,0.0
Star Imaging & Path Lab Ltd.,SME,STARIMAGIN,INE0YG001013,2,early pivot reclaim,2025-10-31,2025-11-03,145.9,134.23,167.78,2025-11-17,133.05,stop -8%,9,-10.31,1.4
Ecoline Exim Ltd.,SME,ECOLINE,INE0VBS01016,1,early pivot reclaim,2025-10-31,2025-11-03,141.5,130.18,162.72,2025-12-17,130.0,stop -8%,24,-9.63,1.4
Shanti Gold International Ltd.,Mainboard,SHANTIGOLD,INE06ZD01017,2,early pivot reclaim,2025-11-03,2025-11-04,246.0,226.32,282.9,2025-11-19,226.25,stop -8%,10,-9.03,0.0
Rubicon Research Ltd.,Mainboard,RUBICON,INE506V01022,1,early pivot reclaim,2025-11-03,2025-11-04,662.0,609.04,761.3,2026-07-13,1438.2,OPEN,167,117.25,117.3
Game Changers Texfab Ltd.,SME,TRADEUNO,INE1GUJ01014,1,early pivot reclaim,2025-11-06,2025-11-07,109.1,100.37,125.46,2026-02-23,104.6,trail (30% off peak after +15%),73,-5.62,46.5
Borana Weaves Ltd.,Mainboard,BORANA,INE16SF01016,1,late bloomer (vol-confirmed),2025-11-11,2025-11-12,259.41,238.66,298.32,2026-05-12,332.1,"time (120 sessions, unproven)",120,27.02,60.1
Lenskart Solutions Ltd.,Mainboard,LENSKART,INE956O01016,1,early pivot reclaim,2025-11-11,2025-11-12,415.0,381.8,477.25,2026-05-12,475.95,"time (120 sessions, unproven)",120,13.69,32.3
Shreeji Shipping Global Ltd.,Mainboard,SHREEJISPG,INE1B6101010,1,late bloomer (vol-confirmed),2025-11-12,2025-11-13,295.1,271.49,339.36,2026-07-13,570.7,OPEN,161,93.39,93.4
Ivalue Infosolutions Ltd.,Mainboard,IVALUE,INE056801025,2,early pivot reclaim,2025-11-12,2025-11-13,320.0,294.4,368.0,2025-12-02,293.55,stop -8%,13,-9.27,2.1
BharatRohan Airborne Innovations Ltd.,SME,BHARATROHAN,INE0QMV01017,2,early pivot reclaim,2025-11-12,2025-11-13,94.97,87.37,109.22,2026-01-21,111.1,trail (30% off peak after +15%),45,15.48,68.2
KVS Castings Ltd.,SME,KVSCASTING,INE163701019,3,early pivot reclaim,2025-11-12,2025-11-13,69.9,64.31,80.39,2025-12-22,64.1,stop -8%,27,-9.8,4.9
Karbonsteel Engineering Ltd.,SME,KARBON,INE0V8A01016,2,early pivot reclaim,2025-11-13,2025-11-14,189.0,173.88,217.35,2025-12-05,172.25,stop -8%,15,-10.36,2.3
JD Cables Ltd.,SME,JDCABLES,INE14VP01014,2,early pivot reclaim,2025-11-13,2025-11-14,171.0,157.32,196.65,2025-12-16,156.9,stop -8%,22,-9.75,19.6
Billionbrains Garage Ventures Ltd.,Mainboard,GROWW,INE0HOQ01053,1,early pivot reclaim,2025-11-13,2025-11-14,142.7,131.28,164.1,2026-05-18,183.82,"time (120 sessions, unproven)",122,27.82,55.3
Ajax Engineering Ltd.,Mainboard,AJAXENGG,INE274Y01021,3,early pivot reclaim,2025-11-14,2025-11-17,650.0,598.0,747.5,2025-12-10,593.7,stop -8%,17,-9.66,3.2
Saatvik Green Energy Ltd.,Mainboard,SAATVIKGL,INE13B501022,2,early pivot reclaim,2025-11-17,2025-11-18,467.1,429.73,537.16,2025-11-24,418.15,stop -8%,4,-11.48,0.0
Midwest Ltd.,Mainboard,MIDWESTLTD,INE0XAD01024,1,early pivot reclaim,2025-11-17,2025-11-18,1289.9,1186.71,1483.38,2025-11-24,1184.0,stop -8%,4,-9.21,0.0
Suba Hotels Ltd.,SME,SUBAHOTELS,INE0RYR01018,2,early pivot reclaim,2025-11-18,2025-11-19,166.0,152.72,190.9,2025-12-03,151.4,stop -8%,10,-10.3,5.5
Shreeji Global FMCG Ltd.,SME,SHETHJI,INE1FL101016,1,early pivot reclaim,2025-11-18,2025-11-19,110.0,101.2,126.5,2026-07-13,150.65,OPEN,157,36.95,60.8
Monika Alcobev Ltd.,SME,MONIKA,INE0LCG01010,2,early pivot reclaim,2025-11-19,2025-11-20,290.4,267.17,333.96,2026-01-20,266.05,stop -8%,41,-9.88,2.3
Emmvee Photovoltaic Power Ltd.,Mainboard,EMMVEE,INE1C6T01020,1,early pivot reclaim,2025-11-19,2025-11-20,236.0,217.12,271.4,2025-11-24,217.09,stop -8%,2,-9.01,0.0
Indiqube Spaces Ltd.,Mainboard,INDIQUBE,INE06ST01018,2,early pivot reclaim,2025-11-20,2025-11-21,225.0,207.0,258.75,2025-12-04,205.39,stop -8%,9,-9.72,2.2
Valplast Technologies Ltd.,SME,VALPLAST,INE0QP701017,2,early pivot reclaim,2025-11-20,2025-11-21,61.33,56.42,70.53,2025-12-26,56.14,stop -8%,22,-9.96,6.0
Munish Forge Ltd.,SME,MUNISH,INE1K8Y01018,2,early pivot reclaim,2025-11-20,2025-11-21,110.0,101.2,126.5,2025-12-10,100.0,stop -8%,13,-10.59,2.1
Jayesh Logistics Ltd.,SME,JAYESH,INE1AE401014,1,early pivot reclaim,2025-11-20,2025-11-21,130.5,120.06,150.07,2026-06-12,162.95,"time (120 sessions, unproven)",120,23.37,42.4
M P K Steels (I) Ltd.,SME,MPKSTEELS,INE1PJP01015,2,early pivot reclaim,2025-11-24,2025-11-25,93.7,86.2,107.76,2026-01-21,102.0,trail (30% off peak after +15%),39,7.36,55.5
Capillary Technologies India Ltd.,Mainboard,CAPILLARY,INE0ILV01024,1,early pivot reclaim,2025-11-25,2025-11-26,726.85,668.7,835.88,2025-11-28,644.0,stop -8%,2,-12.4,0.0
Savy Infra & Logistics Ltd.,SME,SAVY,INE0UCN01017,3,early pivot reclaim,2025-11-26,2025-11-27,164.0,150.88,188.6,2026-01-13,150.3,stop -8%,30,-9.85,12.0
Midwest Ltd.,Mainboard,MIDWESTLTD,INE0XAD01024,2,early pivot reclaim,2025-11-26,2025-11-27,1210.0,1113.2,1391.5,2026-03-02,1221.4,trail (30% off peak after +15%),64,-0.06,49.1
Workmates Core2Cloud Solution Ltd.,SME,WORKMATES,INE1I1301016,1,early pivot reclaim,2025-11-27,2025-11-28,446.35,410.64,513.3,2025-12-15,385.95,stop -8%,11,-15.03,9.2
Gallard Steel Ltd.,SME,GALLARD,INE0BUQ01012,1,early pivot reclaim,2025-11-27,2025-11-28,239.9,220.71,275.88,2025-12-02,211.85,stop -8%,2,-13.19,0.0
Emmvee Photovoltaic Power Ltd.,Mainboard,EMMVEE,INE1C6T01020,2,early pivot reclaim,2025-12-02,2025-12-03,240.51,221.27,276.59,2025-12-04,219.86,stop -8%,1,-9.59,0.8
Capillary Technologies India Ltd.,Mainboard,CAPILLARY,INE0ILV01024,2,early pivot reclaim,2025-12-02,2025-12-03,643.95,592.43,740.54,2026-02-10,587.5,stop -8%,46,-9.77,12.6
Mahamaya Lifesciences Ltd.,SME,MAHALIFE,INE0U9D01019,1,early pivot reclaim,2025-12-03,2025-12-04,149.4,137.45,171.81,2025-12-04,133.0,stop -8%,0,-12.48,0.0
SSMD Agrotech India Ltd.,SME,SSMD,INE1U2R01013,1,early pivot reclaim,2025-12-03,2025-12-04,77.75,71.53,89.41,2025-12-05,71.25,stop -8%,1,-9.86,0.0
Mother Nutri Foods Ltd.,SME,MNFL,INE0UH001016,1,early pivot reclaim,2025-12-04,2025-12-05,137.0,126.04,157.55,2026-07-13,161.5,OPEN,81,17.88,34.9
Ivalue Infosolutions Ltd.,Mainboard,IVALUE,INE056801025,3,early pivot reclaim,2025-12-05,2025-12-08,296.75,273.01,341.26,2025-12-18,269.25,stop -8%,8,-10.27,0.0
Exato Technologies Ltd.,SME,EXATO,INE1E4401010,1,early pivot reclaim,2025-12-08,2025-12-09,307.9,283.27,354.08,2026-01-28,301.6,trail (30% off peak after +15%),33,-3.55,40.6
Taurian MPS Ltd.,SME,TAURIAN,INE0XWS01018,2,early pivot reclaim,2025-12-10,2025-12-11,232.8,214.18,267.72,2025-12-15,207.05,stop -8%,2,-12.56,0.0
Helloji Holidays Ltd.,SME,HELLOJI,INE1FJE01010,1,early pivot reclaim,2025-12-10,2025-12-11,136.55,125.63,157.03,2026-01-07,122.25,stop -8%,14,-11.97,0.0
Advance Agrolife Ltd.,Mainboard,ADVANCE,INE1B0W01010,2,early pivot reclaim,2025-12-11,2025-12-12,118.17,108.72,135.9,2026-03-09,104.87,stop -8%,57,-12.25,18.5
Smartworks Coworking Spaces Ltd.,Mainboard,SMARTWORKS,INE0NAZ01010,2,early pivot reclaim,2025-12-12,2025-12-15,465.25,428.03,535.04,2026-02-25,416.05,stop -8%,49,-11.57,9.1
Flywings Simulator Training Centre Ltd.,SME,FWSTC,INE0SQZ01015,1,early pivot reclaim,2025-12-15,2025-12-16,216.1,198.81,248.52,2026-01-14,196.65,stop -8%,19,-10.5,10.2
Munish Forge Ltd.,SME,MUNISH,INE1K8Y01018,3,early pivot reclaim,2025-12-15,2025-12-17,107.85,99.22,124.03,2025-12-29,95.75,stop -8%,6,-12.72,0.0
Meesho Ltd.,Mainboard,MEESHO,INE0VDM01015,1,early pivot reclaim,2025-12-16,2025-12-17,186.55,171.63,214.53,2026-01-08,164.9,stop -8%,15,-12.61,26.3
Prodocs Solutions Ltd.,SME,PRODOCS,INE10XK01019,1,early pivot reclaim,2025-12-16,2025-12-17,166.65,153.32,191.65,2026-06-10,158.0,trail (30% off peak after +15%),90,-6.69,41.7
Aequs Ltd.,Mainboard,AEQUS,INE947N01017,1,early pivot reclaim,2025-12-17,2025-12-18,162.0,149.04,186.3,2025-12-22,144.64,stop -8%,2,-11.72,0.0
JD Cables Ltd.,SME,JDCABLES,INE14VP01014,3,early pivot reclaim,2025-12-19,2025-12-22,168.4,154.93,193.66,2026-03-02,163.45,trail (30% off peak after +15%),47,-4.44,40.6
Methodhub Software Ltd.,SME,METHODHUB,INE0QZR01017,1,early pivot reclaim,2025-12-19,2025-12-22,170.0,156.4,195.5,2025-12-23,152.65,stop -8%,1,-11.71,0.0
HRS Aluglaze Ltd.,SME,HRS,INE1E1V01017,1,early pivot reclaim,2025-12-19,2025-12-22,145.84,134.17,167.72,2026-07-13,244.9,OPEN,133,67.92,99.6
Pajson Agro India Ltd.,SME,PAJSON,INE14LM01012,1,early pivot reclaim,2025-12-19,2025-12-22,143.5,132.02,165.02,2026-03-27,157.05,trail (30% off peak after +15%),63,7.94,62.5
Taurian MPS Ltd.,SME,TAURIAN,INE0XWS01018,3,early pivot reclaim,2025-12-22,2025-12-23,228.7,210.4,263.0,2026-03-04,202.95,stop -8%,47,-12.76,17.2
Clear Secured Services Ltd.,SME,CSSL,INE1EF801010,1,early pivot reclaim,2025-12-22,2025-12-23,123.0,113.16,141.45,2026-03-09,109.9,stop -8%,50,-12.15,25.9
Encompass Design India Ltd.,SME,ENCOMPAS,INE433T01015,1,early pivot reclaim,2025-12-22,2025-12-23,203.25,186.99,233.74,2026-06-24,238.05,"time (120 sessions, unproven)",120,15.62,45.0
K.V.Toys India Ltd.,SME,KVTOYS,INE1IE301018,1,early pivot reclaim,2025-12-22,2025-12-23,340.0,312.8,391.0,2026-01-20,311.75,stop -8%,18,-9.81,3.4
Exim Routes Ltd.,SME,EXIMROUTES,INE19I001020,1,early pivot reclaim,2025-12-22,2025-12-23,117.1,107.73,134.66,2026-01-22,187.25,trail (30% off peak after +15%),20,58.41,130.6
Stanbik Agro Ltd.,SME,STANBIK,INE16QA01011,1,early pivot reclaim,2025-12-22,2025-12-23,33.0,30.36,37.95,2026-04-17,29.93,stop -8%,48,-10.8,3.0
Global Ocean Logistics India Ltd.,SME,GLOBALLOG,INE1ITY01011,1,early pivot reclaim,2025-12-26,2025-12-29,87.41,80.42,100.52,2026-03-11,112.65,trail (30% off peak after +15%),44,27.38,88.4
EPW India Ltd.,SME,EPWINDIA,INE1KEC01023,1,early pivot reclaim,2025-12-31,2026-01-01,116.0,106.72,133.4,2026-01-05,104.0,stop -8%,2,-11.84,0.0
Dachepalli Publishers Ltd.,SME,DACHEPALLI,INE1F9M01018,1,early pivot reclaim,2026-01-01,2026-01-02,88.0,80.96,101.2,2026-01-06,80.64,stop -8%,2,-9.86,1.5
Admach Systems Ltd.,SME,ADMACH,INE0XLO01010,1,early pivot reclaim,2026-01-01,2026-01-02,221.25,203.55,254.44,2026-03-02,201.5,stop -8%,39,-10.43,7.1
