isin,day,fwd20,fwd60,vol_change_pct
INE0DQN01013,28,-32.38041853512706,-28.60612855007474,-68.54077253218884
INE0DQN01013,31,-14.307996256628886,-23.572839762919827,-61.54674322626952
INE0DQN01013,52,-18.41618497109826,-16.023121387283233,-50.9765625
INE0DQN01013,57,-13.054596598900403,-19.971870604782005,-19.374999999999996
INE0EDU01014,137,0.6530612244898037,,62.729124236252545
INE0EOJ01014,22,-28.556910569105685,-45.9349593495935,-79.19728660260034
INE0EOJ01014,59,-12.181818181818183,-3.9999999999999925,42.85714285714286
INE0EOJ01014,77,22.153209109730867,15.3209109730849,-35.40983606557377
INE0F3301020,146,11.437754041024672,2.391530390396057,19.476268412438635
INE0F3301020,232,-0.7638347622759167,-19.48558067030397,-12.63877028181042
INE0FPO01018,125,15.914489311163882,16.389548693586686,-78.53492333901193
INE0FPO01018,147,-8.007448789571702,-18.80819366852886,48.484848484848484
INE0FPO01018,155,-9.615384615384615,-17.500000000000004,-60.26785714285714
INE0FPO01018,176,-8.141962421711902,-10.229645093945717,17.24137931034482
INE0INJ01017,64,-14.267129228100606,-17.606244579358197,-29.934023427827526
INE0INJ01017,635,2.0904436860068154,3.924914675767921,-83.51497501161114
INE0INJ01017,699,,,441.77011225352135
INE0ISZ01012,18,13.744939271255063,54.51417004048582,-16.45768772348034
INE0ISZ01012,81,-14.53824362606232,26.424929178470258,-44.28412874583796
INE0ISZ01012,122,42.6243890211806,48.026068429627756,-48.65375531412376
INE0ISZ01012,188,5.49510337323178,-0.37178092129125373,-64.88070322310591
INE0ISZ01012,206,-5.580780979113342,-8.577561297779235,2.639019792648445
INE0ISZ01012,225,-1.6077170418006381,5.805644873168991,37.09677419354838
INE0ISZ01012,230,-3.0477830391734906,0.3702109341368942,45.633359559402045
INE0ISZ01012,259,-3.225006201934999,2.265773588026132,-66.22889305816135
INE0ISZ01012,270,6.030013642564791,8.403819918144627,-56.174698795180724
INE0JQS01019,27,-1.022676745220108,-27.145397954646512,-63.85988548332773
INE0JQS01019,48,-13.455186082360715,-41.42259414225941,-50.47801147227533
INE0JQS01019,89,-22.67441860465116,2.4640088593577136,-31.85550082101807
INE0JQS01019,94,-20.87542087542087,-2.3875114784205675,-22.569444444444443
INE0JQS01019,114,-7.156673114119927,61.89555125725339,-39.7982062780269
INE0JQS01019,157,14.114285714285701,11.800000000000011,-25.337569499602864
INE0JQS01019,231,38.23747222907923,6.121945198716361,1060.6463878326997
INE0JQS01019,246,-12.761142061281328,-29.19568245125348,-66.81390977443608
INE0JQS01019,262,-15.559736594543738,-18.231420507996233,-71.64316370324954
INE0JQS01019,318,-10.761027629665543,0.6786233640329487,-12.828207051762941
INE0JQS01019,359,16.120436983746345,-18.918198774313876,-4.3429003021148045
INE0JQS01019,399,-12.832999140647383,,50.95162569389373
